#<qhat> <qhatL^2> <qhatL^3> <L> <T> <T^2> <ehat>
0.015724 4.97299 37.8026 28.1225 0.243688 0.065765 0.0493949
0.00151027 0.424167 6.37306 26.3177 0.252418 0.0707956 0.00458874
0.0149833 5.32978 40.5149 29.7852 0.256369 0.0733229 0.0444259
0.00218226 0.283866 2.95555 18.232 0.245283 0.0665308 0.00678221
0.00423064 0.618867 4.70438 19.1071 0.251385 0.0700204 0.012882
0.0117695 5.42931 108.015 33.9045 0.245046 0.0666595 0.0367545
0.00171718 0.18191 1.38281 16.4453 0.246875 0.067423 0.00530219
0.0187172 7.71539 136.201 31.8358 0.258873 0.0747555 0.0551646
0.00717097 1.19334 9.0713 20.4601 0.244606 0.0661416 0.0224404
0.019618 9.32546 181.691 33.2737 0.255007 0.0721106 0.0599903
0.013368 5.54275 42.1338 32.4215 0.25714 0.0740923 0.0392184
0.00563526 0.749676 7.61206 18.5195 0.258283 0.0744669 0.016427
0.0106498 8.48076 64.4673 41.3106 0.250659 0.0687071 0.0343227
0.00874626 0.446077 2.9981 10.3455 0.231038 0.0571169 0.0313158
0.0109405 1.93952 14.7434 20.2283 0.228313 0.0564499 0.0382615
0.00461658 2.43513 51.5598 34.2791 0.241446 0.0636155 0.0153392
0.00731947 1.45166 11.0349 22.4982 0.256296 0.0733962 0.0215541
0.0212125 8.94557 163.217 31.8304 0.259193 0.0750243 0.0628578
0.00642509 3.09581 23.5331 33.8352 0.260992 0.0760781 0.0189845
0.00196853 0.306049 3.35341 19.9839 0.259811 0.0755477 0.00570118
0.0084251 3.69529 28.0901 32.5772 0.25848 0.0743571 0.025048
0.0106848 1.10333 10.208 16.039 0.245278 0.0663181 0.0334824
0.00226157 0.380091 2.8893 20.7745 0.259096 0.0751097 0.00657093
0.00275472 1.26118 23.9776 33.0747 0.261126 0.076176 0.00812184
0.0122225 0.750987 5.7087 11.6984 0.235862 0.0600771 0.0418223
0.0170384 9.9254 210.022 36.6907 0.253513 0.0708905 0.0527165
0.00131911 0.106095 0.806492 14.039 0.24606 0.0664846 0.0041625
0.0169941 8.40715 163.338 34.6033 0.257506 0.0737864 0.050705
0.0101907 3.61475 27.4779 28.7021 0.234457 0.0598389 0.0345205
0.000954653 0.129066 1.46683 17.4152 0.221021 0.0524977 0.00350593
0.0183651 9.53841 72.5071 35.5169 0.246695 0.0674703 0.0574412
0.00318295 0.38707 3.83229 17.4005 0.251266 0.0698507 0.00971805
0.00832297 3.32165 25.2498 30.9859 0.255487 0.0726597 0.0251044
0.00868786 1.89921 25.4752 23.5225 0.249792 0.0693645 0.0264423
0.00985004 10.3084 78.3604 45.3333 0.224395 0.0534455 0.0373057
0.000643278 0.0161177 0.0792802 6.24469 0.197666 0.0401554 0.00300505
0.0210843 6.15336 46.7754 27.002 0.262492 0.0773532 0.0606655
0.00454769 1.32443 19.9248 27.1627 0.2609 0.0764311 0.0131314
0.00958223 5.0843 38.6488 35.1963 0.259191 0.0748132 0.0287266
0.00189397 0.258589 2.68256 18.6001 0.255988 0.072939 0.00561783
0.00426095 2.57571 19.5795 37.0506 0.256915 0.0730167 0.0130601
0.0156126 1.45973 12.8697 14.9737 0.244101 0.0653082 0.0499101
0.00143877 0.082183 0.624722 10.4017 0.211297 0.0469035 0.00589445
0.00551196 5.5443 167.43 44.253 0.225883 0.0543029 0.0207568
0.0174376 4.27596 32.5041 25.23 0.261919 0.0771689 0.0496494
0.00274968 0.777694 11.4135 26.9417 0.26312 0.0778402 0.00783288
0.00709703 2.38284 18.1134 29.114 0.254424 0.0723612 0.0211309
0.00259055 0.647325 9.00689 25.1075 0.259385 0.0753267 0.00755251
0.0183639 12.9588 98.5079 39.4695 0.253978 0.0709509 0.0576249
0.013613 0.883581 6.59312 12.0662 0.23658 0.0605766 0.046249
0.0148448 9.29533 70.6593 37.6192 0.257206 0.0733184 0.045449
0.0178812 1.81622 16.3091 15.7557 0.251952 0.07009 0.0546928
0.00337795 0.37367 2.84049 16.9316 0.254487 0.0720799 0.0100116
0.0165037 6.73507 118.519 32.0171 0.260348 0.0759183 0.0479164
0.00176583 0.453547 3.44768 25.6812 0.263438 0.0779753 0.00502584
0.00246288 0.614244 8.62281 25.6847 0.256588 0.0739247 0.0071453
0.0173848 11.8986 90.4482 38.9146 0.255127 0.0718293 0.0541674
0.015993 1.34187 11.1075 14.0959 0.247166 0.0669374 0.0506637
0.00238306 1.21702 9.25129 35.4031 0.250475 0.0696633 0.00731102
0.00171762 0.140677 1.16647 14.0524 0.243728 0.0650363 0.00551091
0.0194625 5.26797 40.045 26.2671 0.262614 0.0775522 0.0555688
0.0218731 6.25771 92.4501 26.9444 0.263031 0.0778007 0.0624317
0.00474085 0.563257 4.28165 16.8353 0.237923 0.0618212 0.0156559
0.00131195 0.576979 11.4544 32.9514 0.23375 0.0599997 0.00435258
0.0100342 1.22754 9.33126 16.172 0.222305 0.0528353 0.0372259
0.000958524 0.607386 15.1005 37.1766 0.21981 0.0518056 0.0035757
0.0064107 4.69249 35.6704 40.4068 0.229649 0.0571228 0.0225453
0.00252978 0.163484 1.25824 11.5982 0.225316 0.0541466 0.00935469
0.00122094 0.151008 1.1479 17.5382 0.248733 0.0682979 0.00377764
0.0050352 2.87526 61.7354 36.0925 0.256215 0.0727058 0.0154474
0.0142106 10.9068 82.9092 41.1351 0.231289 0.0579132 0.0497747
0.00836393 0.433413 2.99075 10.0854 0.219881 0.0511672 0.0323397
0.0150777 3.51906 26.7505 24.7349 0.262139 0.0772735 0.0427736
0.0188969 3.96262 49.8635 23.6288 0.260595 0.0764496 0.0536218
0.00925249 6.33589 48.1629 38.9929 0.254362 0.0714151 0.0289028
0.0134401 1.1585 9.69719 14.4225 0.248231 0.0677386 0.0420596
0.0168025 8.34056 63.4016 35.1259 0.244208 0.0661345 0.0527174
0.00896509 0.916632 8.41736 15.7971 0.245474 0.0662703 0.0282993
0.0027111 2.6669 20.2727 45.0292 0.236116 0.0601171 0.00950876
0.00387324 0.138612 0.800406 8.11641 0.21534 0.0486609 0.0156693
0.00738571 3.11534 23.6816 32.6973 0.256919 0.0739399 0.0217028
0.00787312 0.987109 9.75902 17.9251 0.257287 0.0737567 0.0231099
0.0129519 3.82316 29.0622 27.7752 0.25099 0.070481 0.0386435
0.0119434 2.75461 36.448 24.2226 0.260317 0.0759378 0.0345333
0.00120507 0.10338 0.785851 13.2909 0.21607 0.0495654 0.00468215
0.00638391 4.48092 107.711 38.1325 0.24049 0.0624974 0.0218811
0.00478959 4.38701 33.3483 43.803 0.235027 0.0596773 0.0167819
0.00707743 0.342966 2.28687 9.79956 0.220402 0.0514543 0.0272187
0.0119241 4.80396 36.5177 31.9575 0.23845 0.062904 0.0381806
0.015825 2.19041 23.3707 18.468 0.246039 0.0667924 0.0495363
0.00366536 0.419047 3.18543 17.0118 0.255473 0.0725177 0.0109093
0.00152799 0.764865 15.4113 35.0634 0.254616 0.0722942 0.00459548
0.0182327 5.01712 38.1381 26.2283 0.261616 0.0767332 0.0526907
0.010325 3.12142 48.3306 27.7634 0.257432 0.0742831 0.0302022
0.00253925 0.0385458 0.29301 4.60952 0.188911 0.0363449 0.0127459
0.00251808 3.51409 119.511 49.9068 0.229219 0.0554236 0.00959601
0.0024363 2.76681 21.0322 45.9456 0.239149 0.0607929 0.00871952
0.000693713 0.0128073 0.0541464 5.22965 0.194553 0.038725 0.00333769
0.0120201 5.05263 38.408 31.6737 0.25874 0.0745643 0.0358266
0.00153219 0.259571 3.09227 20.872 0.247118 0.0677679 0.00470486
0.0145351 6.8965 52.4244 33.8984 0.253957 0.0718789 0.0439891
0.00800349 1.28762 14.4423 20.1618 0.255929 0.0729947 0.0237132
0.00124924 0.299291 2.27509 24.6592 0.232293 0.0593026 0.00413251
0.00786394 1.9772 28.2988 24.7825 0.24558 0.0665367 0.0247598
0.0200562 6.62757 50.3801 29.3574 0.255052 0.0729873 0.0587259
0.00303387 0.464947 5.05274 20.0199 0.258473 0.0747564 0.00878656
0.00414669 1.49989 11.4016 30.0353 0.262643 0.0774596 0.0119478
0.00243146 0.514654 6.55706 23.3557 0.261875 0.0770059 0.00695927
0.00615732 1.77177 13.4683 26.8867 0.262237 0.077208 0.0177252
0.00191161 0.577872 8.85713 27.5765 0.261575 0.0768084 0.00551991
0.00409143 0.540839 4.11124 18.6183 0.254085 0.0719859 0.0120839
0.00418396 1.40468 22.3965 29.3288 0.260106 0.0758625 0.0120878
0.0101349 13.4654 102.358 48.5616 0.233119 0.0573204 0.0378859
0.00529214 0.0755991 0.279888 4.39735 0.18639 0.0353067 0.0270915
0.00182528 0.397 3.01783 23.6341 0.261432 0.0767157 0.00524147
0.0169668 6.43429 110.314 30.4955 0.262885 0.0775289 0.0490761
0.00977894 1.5872 12.0652 19.7939 0.241776 0.0641476 0.0315201
0.0161328 8.60801 185.809 35.228 0.242042 0.0643841 0.0524847
0.00969183 1.89664 14.4175 20.3927 0.214611 0.0490437 0.0374492
0.009596 2.46552 38.1808 23.6945 0.2194 0.0515448 0.0358457
0.0152773 1.34197 10.2011 14.6207 0.247098 0.0671128 0.0479167
0.00335714 1.69899 33.5193 34.9178 0.258171 0.0741602 0.0100153
0.00835972 5.07092 38.5471 36.8517 0.250216 0.0686401 0.0265896
0.00879563 0.552782 4.16061 11.577 0.227799 0.0555874 0.0317834
0.00561414 4.40932 33.5179 40.9583 0.250745 0.0688876 0.0181012
0.00330929 0.222377 1.68758 12.3484 0.239471 0.0621547 0.0110831
0.0158597 4.87354 37.0467 28.2019 0.261744 0.0770102 0.0452507
0.00332881 0.496907 5.33159 19.8761 0.258533 0.0748344 0.00960059
0.0141647 5.33928 40.5871 30.357 0.262397 0.077182 0.0411165
0.0053264 1.18862 15.5298 23.8648 0.262094 0.077141 0.0152666
0.00386302 2.18398 16.6017 35.9759 0.257121 0.0732906 0.0117881
0.011294 1.39769 14.0206 17.495 0.248965 0.0684519 0.0348831
0.0170625 11.0641 84.1046 38.0038 0.255874 0.0722478 0.0528802
0.00999098 0.859875 7.31909 14.2623 0.24266 0.0643353 0.0323755
0.0035393 0.36425 2.76888 16.0561 0.253224 0.0709841 0.0106964
0.0119086 6.0375 121.715 35.2695 0.25431 0.0721003 0.035838
