#<qhat> <qhatL^2> <qhatL^3> <L> <T> <T^2> <ehat>
0.00824703 0.271957 2.06731 7.57594 0.209125 0.0455815 0.0349752
0.00238439 0.454091 5.84625 19.7721 0.228543 0.0558081 0.00871389
0.00377915 1.02294 7.77596 22.6457 0.227273 0.0550918 0.0142098
0.000971797 0.0602344 0.460069 10.7585 0.218603 0.0503305 0.00385359
0.0041343 1.29539 9.84705 24.1243 0.223328 0.0529092 0.0159724
0.00415114 0.159919 0.971308 8.04814 0.208247 0.0450326 0.0179072
0.00462041 0.0553796 0.420973 3.9229 0.181311 0.0332755 0.0246081
0.00739739 2.09815 33.7346 22.4169 0.207891 0.0449861 0.031571
0.00996382 0.960376 7.30039 14.1053 0.222668 0.0528671 0.0373255
0.0106716 0.821276 6.71958 12.5279 0.230132 0.0565158 0.0387499
0.000429753 0.00327514 0.0248963 3.11489 0.178452 0.0321812 0.00233765
0.00932382 2.68636 41.1889 22.7511 0.221761 0.0514993 0.0368529
0.0121334 1.71798 13.0594 16.6477 0.229262 0.0560919 0.0447335
0.00241089 0.342597 3.93995 16.7163 0.223686 0.0532152 0.00914252
0.0115684 2.71212 20.6164 21.1851 0.228885 0.0555601 0.0431597
0.000497679 0.0107704 0.0492367 5.7637 0.197582 0.0400607 0.00233585
0.00224786 0.932631 7.08949 26.0231 0.216321 0.048675 0.009384
0.0053298 0.074646 0.273862 4.2534 0.180356 0.0329415 0.028497
0.00121944 0.0632161 0.480543 9.96345 0.218207 0.0501883 0.00481006
0.00808788 1.38958 17.0792 18.856 0.229994 0.0567137 0.0291935
0.00129352 0.0250966 0.190775 5.46546 0.199005 0.0406764 0.00601372
0.00970232 1.88549 23.9238 19.6945 0.229729 0.0561413 0.0356012
0.00199479 0.0548726 0.417119 6.17842 0.187957 0.0359358 0.0100999
0.000563752 0.0847401 1.03115 15.4139 0.190729 0.0373113 0.00272905
0.000830071 0.0227374 0.172841 6.78127 0.20727 0.0445237 0.00361051
0.0011448 0.201852 2.45787 19.0048 0.231259 0.0571052 0.00413797
0.00495553 2.25692 17.1562 27.4521 0.214613 0.0481493 0.0207446
0.00545794 0.151188 0.78218 6.33348 0.19463 0.0387414 0.0263188
0.000624175 0.0517196 0.393151 11.9246 0.202292 0.0424767 0.00276571
0.00994853 2.28743 32.7985 20.243 0.220874 0.0513145 0.0394932
0.00687859 0.346927 2.6372 10.0337 0.226169 0.054279 0.0256943
0.00470641 0.365929 2.98957 12.7936 0.231172 0.0571818 0.0168508
0.00694639 0.284379 2.16173 8.74308 0.217756 0.0498602 0.0276219
0.00681091 0.966391 10.8858 17.2374 0.224915 0.0540466 0.0251447
0.00676634 0.455805 3.46485 10.491 0.196622 0.039906 0.0312792
0.00289062 0.341944 3.51268 14.5938 0.218695 0.0500885 0.0116121
0.0129968 2.65749 20.2012 19.8476 0.230235 0.0561801 0.048115
0.000562156 0.0107013 0.0457842 5.35143 0.194342 0.0386752 0.00269793
0.00049376 0.0140175 0.106555 6.19142 0.18151 0.0334146 0.00261054
