15 0.0462076 0.00500899 0.0149982
22.8288 0.108624 0.0139477 0.0393001
34.7435 0.207865 0.038535 0.0884126
52.8766 0.334151 0.0925035 0.170992
80.4738 0.468428 0.181946 0.285382
122.474 0.59118 0.297381 0.416747
186.396 0.687588 0.417529 0.542731
283.679 0.749421 0.519016 0.64239
431.736 0.775128 0.589414 0.704891
657.066 0.768235 0.625073 0.727815
1000 0.7351 0.624207 0.714253
